clusterName,f-measure
CL1,0.636363636364
CL2,0.837190581606
CL3,0.646281551753
CL4,0.823959505062
CL5,0.51946001421
CL6,0.870967741935
CL7,0.865711052433
CL8,0.897794889744
CL9,0.646867371847
